index,Job Title,Rating,Name,City,State,Headquarters,Size,Calculated Size,Founded,Type of ownership,Industry,Sector,Revenue,Calculated_Revenue,Lower_Salary,Upper_Salary,Avg_Salary,company_txt,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
788,Senior Quantitative Analyst,3.3,"DTCC
3.3",Jersey City,NJ,"New York, NY",1001 - 5000 ,Large,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),$1-$2 billion,83,166,124.5,PennyMac,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,na,na
401,Associate Data Engineer,3.5,"EAB
3.5",Washington,DC,"Washington, DC",1001 - 5000 ,Large,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$100-$500 million,114,182,148,Zest AI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
567,Associate Data Engineer,3.5,"EAB
3.5",Washington,DC,"Washington, DC",1001 - 5000 ,Large,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$100-$500 million,42,76,59,DECISIVE ANALYTICS Corporation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
80,Scientist,2.7,"EAG Laboratories
2.7",Maryland Heights,MO,"San Diego, CA",501 - 1000 ,Medium,1978,Subsidiary or Business Segment,Research & Development,Business Services,$50 to $100 million (USD),$50-$100 million,114,179,146.5,The Hanover Insurance Group,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
251,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),$2-$10 billion,111,176,143.5,CareDx,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
502,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),$2-$10 billion,100,166,133,Tempus Labs,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Machine Learning Engineer,sr,P
753,Sr. Data Engineer,3.4,"Echo Global Logistics
3.4",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),$2-$10 billion,108,173,140.5,Recursion Pharmaceuticals,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,sr,na
45,Scientist,3.4,"Edgewell Personal Care
3.4",Allendale,NJ,"Shelton, CT",5001 - 10000 ,Large,2015,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),$2-$10 billion,74,149,111.5,Cerus Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
586,Data Scientist,3.5,"e-IT Professionals Corp.
3.5",Foster City,CA,"Canton, MI",51 - 200 ,Small,1999,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),< $25 million,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
495,Salesforce Analytics Consultant,3.9,"Emtec, Inc.
3.9",Chicago,IL,"Jacksonville, FL",501 - 1000 ,Medium,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,60,127,93.5,ClearEdge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
748,Salesforce Analytics Consultant,3.9,"Emtec, Inc.
3.9",Chicago,IL,"Jacksonville, FL",501 - 1000 ,Medium,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,90,179,134.5,Rubius Therapeutics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
625,Senior Data Scientist,4.4,"Entefy
4.4",Palo Alto,CA,"Palo Alto, CA",Jan-50,Small,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,< $25 million,138,224,181,Tapjoy,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Machine Learning Engineer,na,na
845,Senior Data Scientist,4.4,"Entefy
4.4",Palo Alto,CA,"Palo Alto, CA",Jan-50,Small,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,< $25 million,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
672,Senior Data Engineer,3.2,"Equian LLC
3.2",Franklin,TN,"Indianapolis, IN",1001 - 5000 ,Large,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$500 million-$1 billion,190,220,205,Credit Sesame,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
910,Senior Data Engineer,3.2,"Equian LLC
3.2",Franklin,TN,"Indianapolis, IN",1001 - 5000 ,Large,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$500 million-$1 billion,35,62,48.5,San Manuel Casino,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Analyst,na,M
46,Senior Data Scientist,4.3,"Equity Residential
4.3",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),$2-$10 billion,37,52,44.5,Texas Health Huguley Hospital,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
141,Data Engineer,4.3,"Equity Residential
4.3",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),$2-$10 billion,74,149,111.5,Cerus Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
509,Senior Data Scientist,4.3,"Equity Residential
4.3",Chicago,IL,"Chicago, IL",1001 - 5000 ,Large,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),$2-$10 billion,81,167,124,Software Engineering Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning Engineer,sr,P
37,Data Scientist,3.5,"Esri
3.5",Redlands,CA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,42,86,64,Central California Alliance for Health,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist Project Manager,na,na
391,Product Engineer – Data Science,3.5,"Esri
3.5",Arlington,VA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,69,127,98,Pilot Flying J Travel Centers LLC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,M
412,Data Scientist,3.5,"Esri
3.5",Redlands,CA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,43,70,56.5,Beebe Healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
506,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5",Redlands,CA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,40,68,54,Palermo's Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
550,Product Engineer – Data Science,3.5,"Esri
3.5",Arlington,VA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,49,113,81,Advanced BioScience Laboratories,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
763,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5",Redlands,CA,"Redlands, CA",1001 - 5000 ,Large,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,75,140,107.5,Echo Global Logistics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
290,Data Engineer,4.4,"Eventbrite
4.4",Nashville,TN,"San Francisco, CA",1001 - 5000 ,Large,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),$100-$500 million,86,139,112.5,Truckstop.com,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,na,M
708,Senior Data Engineer,4.4,"Eventbrite
4.4",Nashville,TN,"San Francisco, CA",1001 - 5000 ,Large,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),$100-$500 million,66,112,89,Lockheed Martin,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,na,na
951,Senior Data Engineer,4.4,"Eventbrite
4.4",Nashville,TN,"San Francisco, CA",1001 - 5000 ,Large,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),$100-$500 million,76,125,100.5,Acuity Insurance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
164,Sr. Data Scientist,3.7,"Evolve Vacation Rental
3.7",Denver,CO,"Denver, CO",201 - 500 ,Medium,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,$100-$500 million,44,86,65,Fareportal,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
92,Data Engineer,4,"Excella Consulting
4.0",Arlington,VA,"Arlington, VA",201 - 500 ,Medium,2002,Company - Private,Consulting,Business Services,$50 to $100 million (USD),$50-$100 million,31,52,41.5,"Veterans Affairs, Veterans Health Administration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
619,Data Scientist,4.2,"ExecOnline
4.2",New York,NY,"New York, NY",51 - 200 ,Small,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,< $25 million,53,92,72.5,Credera,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,na,M
838,Data Scientist,4.2,"ExecOnline
4.2",New York,NY,"New York, NY",51 - 200 ,Small,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,< $25 million,44,78,61,KnowBe4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,sr,M
768,Associate Research Scientist I (Protein Expression and Production),3,"Exelixis
3.0",Alameda,CA,"Alameda, CA",501 - 1000 ,Medium,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$1-$2 billion,85,134,109.5,Church & Dwight,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data Scientist Project Manager,na,M
780,Senior Formulations Scientist II,3,"Exelixis
3.0",Alameda,CA,"Alameda, CA",501 - 1000 ,Medium,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$1-$2 billion,59,110,84.5,Cogo Labs,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
510,Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7",Des Moines,IA,"Des Moines, IA",201 - 500 ,Medium,1959,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),$100-$500 million,64,111,87.5,Spectrum Communications and Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
767,Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7",Des Moines,IA,"Des Moines, IA",201 - 500 ,Medium,1959,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),$100-$500 million,65,120,92.5,NCSOFT,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Analyst,na,na
660,Senior Data Scientist,4.3,"Factual
4.3",Los Angeles,CA,"Los Angeles, CA",51 - 200 ,Small,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,< $25 million,60,103,81.5,MITRE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,na
887,Senior Data Scientist,4.3,"Factual
4.3",Los Angeles,CA,"Los Angeles, CA",51 - 200 ,Small,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,< $25 million,53,105,79,"Dayton Freight Lines, Inc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
256,"Business Data Analyst, SQL",3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,124,204,164,MassMutual,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,sr,P
486,"Marketing Data Analyst, May 2020 Undergrad",3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,131,207,169,Genentech,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,sr,P
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,110,174,142,Juniper Networks,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Data Scientist,sr,P
690,Business Data Analyst,3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,74,149,111.5,Cerus Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
723,"Marketing Data Analyst, May 2020 Undergrad",3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,52,101,76.5,Takeda Pharmaceuticals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,48,90,69,TrueAccord,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
933,Business Data Analyst,3.8,"Fareportal
3.8",New York,NY,"New York, NY",1001 - 5000 ,Large,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),$2-$10 billion,34,64,49,DRB Systems,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,na
535,Senior Data Engineer,3.9,"Figure Eight
3.9",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),< $25 million,132,211,171.5,Western Digital,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,M
806,Senior Data Engineer,3.9,"Figure Eight
3.9",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),< $25 million,81,133,107,Legal & General America,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,M
152,Data Scientist,3.2,"First Command Financial Services, Inc.
3.2",Fort Worth,TX,"Fort Worth, TX",1001 - 5000 ,Large,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),$100-$500 million,42,76,59,Corcentric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,M
27,Data Scientist,3.5,"First Tech Federal Credit Union
3.5",Hillsboro,OR,"San Jose, CA",1001 - 5000 ,Large,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),$100-$500 million,66,111,88.5,U.Group,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
348,Data Scientist,3.5,"First Tech Federal Credit Union
3.5",Hillsboro,OR,"San Jose, CA",1001 - 5000 ,Large,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),$100-$500 million,71,121,96,Charter Spectrum,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,P
948,Data Engineer,3.9,"Fivestars
3.9",San Francisco,CA,"San Francisco, CA",201 - 500 ,Medium,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),$100-$500 million,63,110,86.5,Pfizer,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
523,"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7",Nashville,TN,"Peachtree Corners, GA",5001 - 10000 ,Large,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),$2-$10 billion,63,105,84,SMC 3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,M
787,"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7",Nashville,TN,"Peachtree Corners, GA",5001 - 10000 ,Large,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),$2-$10 billion,91,138,114.5,Systems Evolution Inc.,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,M
823,"Clinical Scientist, Clinical Development",3.8,"FORMA THERAPEUTICS
3.8",Watertown,MA,"Watertown, MA",51 - 200 ,Small,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),< $25 million,100,190,145,Sunovion,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
128,Data Scientist,3.2,"Formation
3.2",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,62,114,88,Eventbrite,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
146,Data Analytics Manager,3.8,"Full Potential Solutions
3.8",Kansas City,MO,"Kansas City, MO",501 - 1000 ,Medium,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$100-$500 million,71,129,100,Centro,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
117,Senior Data Scientist,4.2,"Gallup
4.2",Washington,DC,"Washington, DC",1001 - 5000 ,Large,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,$100-$500 million,43,80,61.5,National Student Clearinghouse,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,sr,M
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"Genentech
3.9",South San Francisco,CA,"South San Francisco, CA",10000+ ,Enterprise,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,74,119,96.5,comScore,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"Genentech
3.9",South San Francisco,CA,"South San Francisco, CA",10000+ ,Enterprise,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,55,97,76,SullivanCotter,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
302,Data Scientist,3.9,"Genentech
3.9",South San Francisco,CA,"South San Francisco, CA",10000+ ,Enterprise,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,15,16,15.5,NPD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"Genentech
3.9",South San Francisco,CA,"South San Francisco, CA",10000+ ,Enterprise,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,61,106,83.5,Bakery Agency,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Scientist,na,na
106,Scientist,3.4,"General Dynamics Information Technology
3.4",Suitland,MD,"Fairfax, VA",10000+ ,Enterprise,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),>$10 billion,91,149,120,State of Wisconsin Investment Board,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,na,na
370,Program/Data Analyst,3.4,"General Dynamics Information Technology
3.4",Washington,DC,"Fairfax, VA",10000+ ,Enterprise,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),>$10 billion,127,199,163,Genentech,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
487,Senior Data Engineer,4.3,"Genesys
4.3",Durham,NC,"Daly City, CA",5001 - 10000 ,Large,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,74,126,100,Blue Cross & Blue Shield of Rhode Island,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Analyst,sr,na
728,Senior Data Engineer,4.3,"Genesys
4.3",Durham,NC,"Daly City, CA",5001 - 10000 ,Large,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),$1-$2 billion,33,72,52.5,Boys Town,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
93,Data Analyst,4.4,"Gensco
4.4",Tacoma,WA,"Tacoma, WA",501 - 1000 ,Medium,1948,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),$100-$500 million,35,49,42,Tower Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
312,Data Scientist,3.7,"Genworth
3.7",Raleigh,NC,"Richmond, VA",1001 - 5000 ,Large,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),$2-$10 billion,37,63,50,The HSC Health Care System,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,jr,M
505,Lead Big Data Engineer,4,"Glassdoor
4.0",San Francisco,CA,"Mill Valley, CA",1001 - 5000 ,Large,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,>$10 billion,67,119,93,Pro-Sphere Tek,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,na,M
761,Lead Big Data Engineer,4,"Glassdoor
4.0",San Francisco,CA,"Mill Valley, CA",1001 - 5000 ,Large,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,>$10 billion,72,117,94.5,Ameritas Life Insurance Corp,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
85,Research Scientist,1.9,"GNS Healthcare
1.9",Cambridge,MA,"Cambridge, MA",51 - 200 ,Small,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),< $25 million,116,185,150.5,Autodesk,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Data Scientist,sr,P
591,Data Engineer,3.7,"GNY Insurance Companies
3.7",New York,NY,"New York, NY",201 - 500 ,Medium,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),$100-$500 million,78,126,102,Genworth,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Data Scientist,na,M
96,Data Scientist,4.2,"goTRG
4.2",Miami,FL,"Miami, FL",501 - 1000 ,Medium,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,42,82,62,Rubius Therapeutics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
79,"Director, Data Science",3.6,"Grainger
3.6",Lake Forest,IL,"Lake Forest, IL",10000+ ,Enterprise,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD),>$10 billion,59,116,87.5,OneMagnify,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist Project Manager,na,na
782,Data Science Manager,4.2,"Grand Rounds
4.2",San Francisco,CA,"San Francisco, CA",501 - 1000 ,Medium,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$100-$500 million,63,105,84,Pfizer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
516,Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6",Cedar Rapids,IA,"Cedar Rapids, IA",501 - 1000 ,Medium,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),$100-$500 million,109,177,143,Novetta,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,na,na
773,Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6",Cedar Rapids,IA,"Cedar Rapids, IA",501 - 1000 ,Medium,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),$100-$500 million,33,62,47.5,Community Action Partnership of San Luis Obispo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
689,Clinical Data Analyst,3,"Greenway Health
3.0",Tampa,FL,"Tampa, FL",1001 - 5000 ,Large,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,48,95,71.5,IZEA,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
931,Clinical Data Analyst,3,"Greenway Health
3.0",Tampa,FL,"Tampa, FL",1001 - 5000 ,Large,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),$100-$500 million,83,133,108,Trace Data,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Data Scientist,na,M
161,Data Engineer,5,"Gridiron IT
5.0",Tampa,FL,"Reston, VA",51 - 200 ,Small,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,< $25 million,105,198,151.5,Takeda Pharmaceuticals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
658,"Scientist, Immuno-Oncology",3.9,"GSK
3.9",Cambridge,MA,"Brentford, United Kingdom",10000+ ,Enterprise,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,31,72,51.5,Vionic Group,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Analyst,na,na
707,"Sr Scientist, Immuno-Oncology - Oncology",3.9,"GSK
3.9",Cambridge,MA,"Brentford, United Kingdom",10000+ ,Enterprise,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,98,182,140,Takeda Pharmaceuticals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
886,"Scientist, Immuno-Oncology",3.9,"GSK
3.9",Cambridge,MA,"Brentford, United Kingdom",10000+ ,Enterprise,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,55,100,77.5,Dodge Data & Analytics,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
950,"Sr Scientist, Immuno-Oncology - Oncology",3.9,"GSK
3.9",Cambridge,MA,"Brentford, United Kingdom",10000+ ,Enterprise,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),>$10 billion,45,82,63.5,Clearwater Analytics,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
